Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.054187641976294644,0.06215648473828126,0.054187641976294644,0.059499796479940414,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.059499809980277214,0.06268771441230904,0.059499809980277214,0.0616246722638607,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06162467517939737,0.06321893297416781,0.06162467517939737,0.0626877173781395,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06268769948164106,0.06321891492601449,0.060562226697636314,0.061093442142009735,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06109344259729455,0.06162465804562673,0.059499796252298,0.06003101170063019,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06003101240218153,0.06003101240218153,0.05790615058402065,0.05843736603856087,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05843738207870442,0.05949981327940554,0.05578130407695162,0.05684373527765274,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.056843701954796995,0.056843701954796995,0.05471884079902865,0.055250056087970734,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.055250070574067014,0.05631250143051148,0.054718855145844784,0.056312501430511475,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05631250444781459,0.0584373662745566,0.05578128899112909,0.057906150817871094,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05790612840535072,0.05896855890750885,0.05790612840535072,0.05896855890750885,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.058968581493101094,0.058968581493101094,0.05737493512948043,0.05843736603856087,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.0584373662745566,0.0584373662745566,0.057906150817871094,0.057906150817871094,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05790615058402065,0.05949979694764131,0.05790615058402065,0.05843736603856087,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05896855890750885,0.06056220466074605,0.05896855890750885,0.05896855890750885,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05896855890750885,0.05949977415858792,0.05896855890750885,0.05896855890750885,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.0589685817312421,0.059499797187927604,0.056843719904500094,0.057906150817871094,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05790615058402065,0.05949979694764131,0.05790615058402065,0.05843736603856087,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05843736557921126,0.060031011930304995,0.05843736557921126,0.059499796479940414,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.059499796252298,0.060562227148962366,0.058437365355633646,0.06003101170063019,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.060562226697636314,0.062156484037267645,0.060562226697636314,0.061093442142009735,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.061093456692964836,0.06215649884141317,0.061093456692964836,0.0616246722638607,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.0616246722638607,0.0616246722638607,0.059499809980277214,0.0616246722638607,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06162468165592153,0.06428137092195674,0.061093466004064435,0.06375015527009964,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06375014375898097,0.06428135931491852,0.06375014375898097,0.06428135931491852,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06428134914382663,0.06428134914382663,0.061624660777861294,0.06215648725628853,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.062156487256288535,0.06268770272817306,0.06056222983409224,0.06215648725628853,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.062156484037267645,0.062156484037267645,0.061093442142009735,0.061093442142009735,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06109343873691127,0.061624654151676915,0.06056222332214562,0.061359044164419174,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06135902476192589,0.06853104387973162,0.06109341941840572,0.06746861338615417,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06799983544356349,0.07464063997969975,0.06799983544356349,0.07171895354986191,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.0717189497732411,0.07278138031728167,0.07118712349490798,0.07225016504526138,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07225020369932447,0.07225020369932447,0.06959351491157421,0.07012473046779633,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07012469719052516,0.0706559124946621,0.06693740536570349,0.06853105127811432,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.06853104387973162,0.06853104387973162,0.06640618289257673,0.06746861338615417,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06746861338615417,0.06853104387973162,0.06693739813936546,0.06746861338615417,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.0674686547158565,0.0674686547158565,0.06693743914365768,0.06693743914365768,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06746861338615417,0.06853104387973162,0.06746861338615417,0.06746861338615417,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.06746861338615417,0.06799982863294289,0.06640618289257673,0.06746861338615417,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.06746863184120061,0.06799984723329544,0.06693741644910578,0.06799984723329544,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.06799982863294289,0.06799982863294289,0.06746861338615417,0.06746861338615417,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.06746863184120061,0.06959349340957995,0.06746863184120061,0.06799984723329544,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06799983597397738,0.06906226658225127,0.06799983597397738,0.06853105127811432,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.06853106262539028,0.06853106262539028,0.06799984723329544,0.06799984723329544,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.06799984723329544,0.06906227801748512,0.06799984723329544,0.06799984723329544,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.06799983597397738,0.07012469719052516,0.06799983597397738,0.06853105127811432,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.06853104387973162,0.06853104387973162,0.06693739813936546,0.06746861338615417,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.0674686547158565,0.0674686547158565,0.06640622357145887,0.06693743914365768,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.06693743228727059,0.06746864780505711,0.06587500125169754,0.06587500125169754,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,0.06587500125169754,0.06640621676948406,0.06587500125169754,0.06587500125169754,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,0.06587500125169754,0.06693743228727059,0.06587500125169754,0.06587500125169754,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,0.0658749856649161,0.06799984723329544,0.0658749856649161,0.06799984723329544,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,0.0679998682429079,0.07012473046779633,0.0679998682429079,0.07012473046779633,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,0.07012469664353686,0.07278138414984861,0.06959348134354353,0.07171895354986191,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,0.07225020103440957,0.0754374942541804,0.07225020103440957,0.07437506318092346,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,0.07437502613334251,0.07437502613334251,0.07225016504526138,0.07225016504526138,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,0.07225016504526138,0.07225016504526138,0.07118712349490798,0.07225016504526138,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,0.07225016884985526,0.07278138414984861,0.07118712724352357,0.07171895354986191,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,0.07171896807721065,0.07278139889240265,0.07118714166314587,0.07278139889240265,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,0.07278139889240265,0.07278139889240265,0.07171896807721065,0.07278139889240265,3427200,0.0,0.0
1986-06-09 00:00:00-04:00,0.0727814157105123,0.0727814157105123,0.06959351152181625,0.06959351152181625,12672000,0.0,0.0
1986-06-10 00:00:00-04:00,0.06959351152181625,0.06959351152181625,0.06853108046112089,0.06959351152181625,3427200,0.0,0.0
1986-06-11 00:00:00-04:00,0.06959351152181625,0.06959351152181625,0.06853108046112089,0.06959351152181625,2304000,0.0,0.0
1986-06-12 00:00:00-04:00,0.06959351700465177,0.06959351700465177,0.06640622357145887,0.06693743914365768,13708800,0.0,0.0
